Gene_ID	module
AgateH2.01G158800	orangered4
AgateH2.01G158900	skyblue3
AgateH2.01G159100	purple
AgateH2.01G159300	magenta
AgateH2.01G159500	magenta
AgateH2.01G159900	magenta
AgateH2.01G160000	darkorange
AgateH2.01G160700	purple
AgateH2.01G160900	lightcoral
AgateH2.01G161100	cyan
AgateH2.01G161200	orangered4
AgateH2.01G161300	brown
AgateH2.01G161400	lightyellow
AgateH2.01G161500	lightyellow
AgateH2.01G161600	violet
AgateH2.01G161800	lightpink4
AgateH2.01G161900	plum
AgateH2.01G162100	lightcyan
AgateH2.01G162200	lightsteelblue1
AgateH2.01G162500	lightblue4
AgateH2.01G162600	lavenderblush2
AgateH2.01G162700	white
AgateH2.01G163000	lightblue4
AgateH2.01G163100	navajowhite2
AgateH2.01G163400	floralwhite
AgateH2.01G163500	blue
AgateH2.01G163600	coral1
AgateH2.01G163700	black
AgateH2.01G163800	darkgreen
AgateH2.01G164000	greenyellow
AgateH2.01G164100	firebrick3
AgateH2.01G164200	blue
AgateH2.01G164400	magenta4
AgateH2.01G164500	brown
AgateH2.01G164600	honeydew1
AgateH2.01G165000	navajowhite1
AgateH2.01G165200	saddlebrown
AgateH2.01G165400	plum1
AgateH2.01G165600	black
AgateH2.01G165700	orangered4
AgateH2.01G165900	blue
AgateH2.01G166400	darkred
AgateH2.01G166600	darkseagreen4
AgateH2.01G166800	red
AgateH2.01G167300	violet
AgateH2.01G167700	plum2
AgateH2.01G167800	purple
AgateH2.01G167900	green
AgateH2.01G168000	blue
AgateH2.01G168100	violet
AgateH2.01G168500	green
AgateH2.01G168700	salmon2
AgateH2.01G168800	floralwhite
AgateH2.01G168900	darkolivegreen
AgateH2.01G169000	brown
AgateH2.01G169100	brown
AgateH2.01G169200	magenta4
AgateH2.01G169400	firebrick4
AgateH2.01G169500	white
AgateH2.01G169600	purple
AgateH2.01G169900	black
AgateH2.01G170400	yellowgreen
AgateH2.01G170500	plum1
AgateH2.01G170600	orangered4
AgateH2.01G170900	floralwhite
AgateH2.01G171100	skyblue3
AgateH2.01G171500	red
AgateH2.01G171700	blue
AgateH2.01G171800	violet
AgateH2.01G171900	sienna3
AgateH2.01G172500	lightslateblue
AgateH2.01G172600	green
AgateH2.01G172900	paleturquoise
AgateH2.01G173200	magenta
AgateH2.01G173300	violet
AgateH2.01G173800	red
AgateH2.01G174000	paleturquoise
AgateH2.01G174200	blue
AgateH2.01G174400	grey60
AgateH2.01G174700	lightcyan
AgateH2.01G174900	plum
AgateH2.01G175300	violet
AgateH2.01G175400	plum1
AgateH2.01G175700	firebrick4
AgateH2.01G175900	mediumpurple1
AgateH2.01G176400	magenta4
AgateH2.01G176500	grey60
AgateH2.01G176600	sienna3
AgateH2.01G176800	lightslateblue
AgateH2.01G177100	violet
AgateH2.01G177200	mediumorchid
AgateH2.01G177400	brown
AgateH2.01G177500	floralwhite
AgateH2.01G177700	lightyellow
AgateH2.01G177900	magenta4
AgateH2.01G178300	blue
AgateH2.01G178500	lightcyan1
AgateH2.01G178800	royalblue
AgateH2.01G179400	brown
AgateH2.01G179500	magenta4
AgateH2.01G179800	blue
AgateH2.01G179900	green
AgateH2.01G180000	coral1
AgateH2.01G180100	magenta4
AgateH2.01G180300	blue
AgateH2.01G180400	violet
AgateH2.01G180500	darkmagenta
AgateH2.01G181200	purple
AgateH2.01G181400	antiquewhite4
AgateH2.01G181600	magenta4
AgateH2.01G181900	darkorange2
AgateH2.01G182000	green
AgateH2.01G182500	darkorange2
AgateH2.01G182900	brown
AgateH2.01G183000	firebrick3
AgateH2.01G183400	orangered4
AgateH2.01G183600	darkseagreen4
AgateH2.01G183700	violet
AgateH2.01G183800	orangered4
AgateH2.01G183900	darkturquoise
AgateH2.01G184000	pink4
AgateH2.01G184100	magenta
AgateH2.01G184200	brown
AgateH2.01G184300	lightyellow
AgateH2.01G184500	green
AgateH2.01G184700	lavenderblush3
AgateH2.01G185800	floralwhite
AgateH2.01G186100	green
AgateH2.01G186500	saddlebrown
AgateH2.01G186600	blue2
AgateH2.01G186700	violet
AgateH2.01G187000	orange
AgateH2.01G187100	lightslateblue
AgateH2.01G187200	plum1
AgateH2.01G187300	firebrick3
AgateH2.01G187700	saddlebrown
AgateH2.01G187800	firebrick3
AgateH2.01G187900	darkseagreen4
AgateH2.01G188100	violet
AgateH2.01G188200	green
AgateH2.01G188300	violet
AgateH2.01G188900	orange
AgateH2.01G189100	plum1
AgateH2.01G189200	brown
AgateH2.01G189500	violet
AgateH2.01G189600	lightpink4
AgateH2.01G189700	orangered4
AgateH2.01G189900	red
AgateH2.01G190000	magenta
AgateH2.01G190100	firebrick3
AgateH2.01G190200	firebrick3
AgateH2.01G190500	violet
AgateH2.01G190800	purple
AgateH2.01G191200	darkorange2
AgateH2.01G191400	ivory
AgateH2.01G191500	floralwhite
AgateH2.01G191700	magenta
AgateH2.01G191900	coral2
AgateH2.01G192100	magenta
AgateH2.01G192500	red
AgateH2.01G192600	antiquewhite4
AgateH2.01G192800	floralwhite
AgateH2.01G193100	brown
AgateH2.01G193600	darkmagenta
AgateH2.01G193800	mediumorchid
AgateH2.01G193900	brown
AgateH2.01G194100	lightcyan
AgateH2.01G194200	darkred
AgateH2.01G194300	lightsteelblue1
AgateH2.01G194700	violet
AgateH2.01G194800	skyblue3
AgateH2.01G194900	brown
AgateH2.01G195100	grey60
AgateH2.01G195200	magenta4
AgateH2.01G195300	magenta4
AgateH2.01G195400	floralwhite
AgateH2.01G195700	sienna3
AgateH2.01G195800	orangered3
AgateH2.01G196200	cyan
AgateH2.01G196300	firebrick4
AgateH2.01G196500	darkseagreen4
AgateH2.01G197100	darkgreen
AgateH2.01G197200	brown
AgateH2.01G197400	lightcyan
AgateH2.01G197500	cyan
AgateH2.01G197700	yellowgreen
AgateH2.01G197800	paleturquoise
AgateH2.01G197900	thistle
AgateH2.01G198000	darkred
AgateH2.01G198200	brown4
AgateH2.01G198300	paleturquoise
AgateH2.01G198400	yellowgreen
AgateH2.01G198700	violet
AgateH2.01G198900	darkred
AgateH2.01G199000	darkred
AgateH2.01G199100	skyblue3
AgateH2.01G199200	blue
AgateH2.01G199400	saddlebrown
AgateH2.01G199500	violet
AgateH2.01G199600	antiquewhite4
AgateH2.01G199700	firebrick3
AgateH2.01G199800	darkred
AgateH2.01G199900	magenta
AgateH2.01G200000	darkorange2
AgateH2.01G200100	plum1
AgateH2.01G200400	green
AgateH2.01G200500	darkslateblue
AgateH2.01G200600	magenta
AgateH2.01G200700	bisque4
AgateH2.01G200800	navajowhite2
AgateH2.01G200900	orangered4
AgateH2.01G201100	blue
AgateH2.01G201200	plum2
AgateH2.01G201300	blue
AgateH2.01G201600	darkmagenta
AgateH2.01G201800	magenta
AgateH2.01G202000	darkorange2
AgateH2.01G202100	royalblue
AgateH2.01G202300	mediumpurple4
AgateH2.01G202500	black
AgateH2.01G202700	firebrick4
AgateH2.01G202800	plum1
AgateH2.01G202900	red
AgateH2.01G203100	magenta
AgateH2.01G203300	magenta
AgateH2.01G203600	red
AgateH2.01G203800	darkorange
AgateH2.01G204000	darkorange
AgateH2.01G204100	saddlebrown
AgateH2.01G204200	royalblue
AgateH2.01G204500	orangered4
AgateH2.01G204600	orangered4
AgateH2.01G204900	darkorange2
AgateH2.01G205200	green
AgateH2.01G205300	lightsteelblue1
AgateH2.01G205400	darkgreen
AgateH2.01G205900	red
AgateH2.01G206100	orange
AgateH2.01G206500	yellowgreen
AgateH2.01G206600	lavenderblush2
AgateH2.01G206700	floralwhite
AgateH2.01G207000	sienna3
AgateH2.01G207200	darkgreen
AgateH2.01G207300	mediumpurple2
AgateH2.01G207500	black
AgateH2.01G207600	coral3
AgateH2.01G207700	red
AgateH2.01G208100	brown2
AgateH2.01G208400	darkgrey
AgateH2.01G208500	black
AgateH2.01G208900	cyan
AgateH2.01G209000	purple
AgateH2.01G209300	firebrick4
AgateH2.01G209500	floralwhite
AgateH2.01G209800	purple
AgateH2.01G210000	royalblue
AgateH2.01G210100	black
AgateH2.01G210700	darkred
AgateH2.01G210900	lightslateblue
AgateH2.01G211100	darkmagenta
AgateH2.01G211200	royalblue
AgateH2.01G211500	lightyellow
AgateH2.01G211600	yellowgreen
AgateH2.01G211700	darkorange2
AgateH2.01G211800	plum1
AgateH2.01G211900	darkolivegreen
AgateH2.01G212000	magenta
AgateH2.01G212100	orangered4
AgateH2.01G212400	salmon4
AgateH2.01G212500	orange
AgateH2.01G212600	darkgreen
AgateH2.01G212700	grey60
AgateH2.01G213000	darkgreen
AgateH2.01G213100	brown
AgateH2.01G213200	indianred4
AgateH2.01G213400	blue
AgateH2.01G213900	magenta4
AgateH2.01G214400	lightcyan1
AgateH2.01G214600	darkred
AgateH2.01G214800	darkorange2
AgateH2.01G215000	floralwhite
AgateH2.01G215300	violet
AgateH2.01G215500	lightcyan1
AgateH2.01G215600	darkorange2
AgateH2.01G215700	magenta4
AgateH2.01G215800	blue
AgateH2.01G215900	orangered4
AgateH2.01G216100	firebrick3
AgateH2.01G216200	magenta
AgateH2.01G216400	green
AgateH2.01G217800	black
AgateH2.01G218100	mediumpurple3
AgateH2.01G218200	maroon
AgateH2.01G218300	indianred4
AgateH2.01G218600	lightsteelblue1
AgateH2.01G219400	saddlebrown
AgateH2.01G219500	green
AgateH2.01G219800	orangered4
AgateH2.01G219900	green
AgateH2.01G220000	sienna3
AgateH2.01G220200	green
AgateH2.01G220400	violet
AgateH2.01G220500	skyblue3
AgateH2.01G220700	brown
AgateH2.01G221100	black
AgateH2.01G221200	orangered4
AgateH2.01G221300	orangered4
AgateH2.01G221800	green
AgateH2.01G221900	orangered4
AgateH2.01G222100	red
AgateH2.01G222500	blue2
AgateH2.01G222600	brown
AgateH2.01G223100	sienna3
AgateH2.01G223200	orangered4
AgateH2.01G223400	orangered4
AgateH2.01G223700	orangered4
AgateH2.01G223900	orangered3
AgateH2.01G224100	mediumorchid
AgateH2.01G224200	floralwhite
AgateH2.01G224300	violet
AgateH2.01G224500	lightyellow
AgateH2.01G224600	blue2
AgateH2.01G224800	grey60
AgateH2.01G225100	orangered4
AgateH2.01G225200	lightyellow
AgateH2.01G225300	blue
AgateH2.01G225400	magenta
AgateH2.01G225500	purple
AgateH2.01G225600	thistle2
AgateH2.01G225700	royalblue
AgateH2.01G225900	darkred
AgateH2.01G226000	violet
AgateH2.01G226200	lightcyan
AgateH2.01G226300	lightslateblue
AgateH2.01G226400	salmon2
AgateH2.01G226500	pink4
AgateH2.01G226600	black
AgateH2.01G226800	orangered4
AgateH2.01G227300	lightslateblue
AgateH2.01G227700	magenta4
AgateH2.01G227800	red
AgateH2.01G227900	purple
AgateH2.01G228100	orangered4
AgateH2.01G228200	violet
AgateH2.01G228300	black
AgateH2.01G228400	saddlebrown
AgateH2.01G228600	green
AgateH2.01G229100	grey60
AgateH2.01G229200	orangered4
AgateH2.01G229400	green
AgateH2.01G229500	darkorange2
AgateH2.01G229700	greenyellow
AgateH2.01G229800	orangered4
AgateH2.01G230100	black
AgateH2.01G230600	orangered4
AgateH2.01G230700	blue
AgateH2.01G230900	thistle
AgateH2.01G231000	blue
AgateH2.01G231100	floralwhite
AgateH2.01G231400	orangered4
AgateH2.01G231500	darkmagenta
AgateH2.01G231600	yellowgreen
AgateH2.01G232600	brown
AgateH2.01G233400	darkred
AgateH2.01G233700	lightblue4
AgateH2.01G234000	darkorange2
AgateH2.01G234200	darkolivegreen4
AgateH2.01G234400	orangered4
AgateH2.01G234700	violet
AgateH2.01G235200	darkgreen
AgateH2.01G235300	green
AgateH2.01G235400	brown
AgateH2.01G235500	plum
AgateH2.01G235800	yellowgreen
AgateH2.01G235900	lightcyan1
AgateH2.01G236600	greenyellow
AgateH2.01G237000	grey60
AgateH2.01G237100	antiquewhite4
AgateH2.01G237300	floralwhite
AgateH2.01G237400	red
AgateH2.01G237600	darkgrey
AgateH2.01G238000	darkgreen
AgateH2.01G238200	green
AgateH2.01G238300	green
AgateH2.01G238400	green
AgateH2.01G238600	cyan
AgateH2.01G239000	grey60
AgateH2.01G239300	coral2
AgateH2.01G239400	purple
AgateH2.01G239500	coral2
AgateH2.01G239600	thistle
AgateH2.01G239700	thistle
AgateH2.01G239800	honeydew1
AgateH2.01G240000	paleturquoise
AgateH2.01G240200	grey60
AgateH2.01G240300	red
AgateH2.01G240500	red
AgateH2.01G240800	grey60
AgateH2.01G243200	firebrick4
AgateH2.01G243400	lightslateblue
AgateH2.01G243500	firebrick4
AgateH2.01G243800	plum1
AgateH2.01G243900	red
AgateH2.01G244200	plum2
AgateH2.01G244500	plum2
AgateH2.01G244700	navajowhite2
AgateH2.01G245100	violet
AgateH2.01G245200	lavenderblush3
AgateH2.01G245400	brown
AgateH2.01G245500	firebrick3
AgateH2.01G245800	violet
AgateH2.01G245900	darkslateblue
AgateH2.01G246000	white
AgateH2.01G246600	lightpink4
AgateH2.01G246700	darkorange2
AgateH2.01G247000	magenta4
AgateH2.01G247100	green
AgateH2.01G247400	firebrick3
AgateH2.01G247500	magenta4
AgateH2.01G247700	indianred4
AgateH2.01G248100	blue
AgateH2.01G248200	firebrick3
AgateH2.01G248400	orangered4
AgateH2.01G248500	orangered4
AgateH2.01G248600	darkturquoise
AgateH2.01G248900	violet
AgateH2.01G249100	darkturquoise
AgateH2.01G249200	violet
AgateH2.01G249800	violet
AgateH2.01G249900	magenta4
AgateH2.01G250000	magenta4
AgateH2.01G250100	lightyellow
AgateH2.01G250200	firebrick4
AgateH2.01G250300	violet
AgateH2.01G250500	violet
AgateH2.01G250800	darkslateblue
AgateH2.01G251000	plum2
AgateH2.01G251100	royalblue
AgateH2.01G251400	orangered4
AgateH2.01G251700	darkorange
AgateH2.01G251800	orangered4
AgateH2.01G252000	orangered4
AgateH2.01G252100	green
AgateH2.01G252200	thistle2
AgateH2.01G252300	purple
AgateH2.01G252400	brown
AgateH2.01G252500	brown
AgateH2.01G252600	firebrick4
AgateH2.01G252700	magenta4
AgateH2.01G252800	darkmagenta
AgateH2.01G252900	palevioletred3
AgateH2.01G253100	grey60
AgateH2.01G253200	darkgreen
AgateH2.01G253300	lightcyan
AgateH2.01G253500	darkolivegreen4
AgateH2.01G253700	black
AgateH2.01G254000	violet
AgateH2.01G254200	violet
AgateH2.01G254300	orangered4
AgateH2.01G254400	blue
AgateH2.01G255100	greenyellow
AgateH2.01G255300	skyblue3
AgateH2.01G255500	magenta
AgateH2.01G255600	orange
AgateH2.01G255900	magenta4
AgateH2.01G256000	firebrick3
AgateH2.01G256100	indianred3
AgateH2.01G256300	darkorange2
AgateH2.01G256400	floralwhite
AgateH2.01G256700	salmon4
AgateH2.01G256800	violet
AgateH2.01G258200	magenta4
AgateH2.01G258300	violet
AgateH2.01G258400	cyan
AgateH2.01G258700	orangered4
AgateH2.01G258800	purple
AgateH2.01G259100	mediumpurple3
AgateH2.01G259600	lightyellow
AgateH2.01G259900	darkturquoise
AgateH2.01G260400	black
AgateH2.01G260700	grey60
AgateH2.01G261100	navajowhite2
AgateH2.01G261600	grey60
AgateH2.01G261900	green
AgateH2.01G262000	firebrick4
AgateH2.01G262100	greenyellow
AgateH2.01G262300	floralwhite
AgateH2.01G262600	floralwhite
AgateH2.01G263000	blue
AgateH2.01G263100	brown
AgateH2.01G263200	thistle
AgateH2.01G263400	black
AgateH2.01G263500	darkmagenta
AgateH2.01G263600	violet
AgateH2.01G263800	yellowgreen
AgateH2.01G264000	magenta4
AgateH2.01G264100	brown
AgateH2.01G264200	thistle2
AgateH2.01G264400	green
AgateH2.01G264500	salmon4
AgateH2.01G264600	blue
AgateH2.01G265000	green
AgateH2.01G265500	violet
AgateH2.01G265700	pink4
AgateH2.01G265800	orangered4
AgateH2.01G265900	plum1
AgateH2.01G266000	saddlebrown
AgateH2.01G266100	floralwhite
AgateH2.01G266200	red
AgateH2.01G266300	lightyellow
AgateH2.01G266400	magenta
AgateH2.01G266800	plum2
AgateH2.01G266900	floralwhite
AgateH2.01G267000	pink4
AgateH2.01G267300	blue
AgateH2.01G267500	brown4
AgateH2.01G267600	firebrick4
AgateH2.01G267800	saddlebrown
AgateH2.01G267900	orangered4
AgateH2.01G268200	thistle2
AgateH2.01G268400	magenta
AgateH2.01G268500	darkgrey
AgateH2.01G268900	purple
AgateH2.01G269000	palevioletred2
AgateH2.01G269200	floralwhite
AgateH2.01G269300	darkturquoise
AgateH2.01G269500	lightcyan
AgateH2.01G269700	orangered4
AgateH2.01G269900	purple
AgateH2.01G270000	plum1
AgateH2.01G270200	orangered4
AgateH2.01G270300	brown
AgateH2.01G270400	red
AgateH2.01G270500	green
AgateH2.01G270600	brown
AgateH2.01G270900	coral1
AgateH2.01G271300	lightyellow
AgateH2.01G271700	lavenderblush3
AgateH2.01G271800	blue
AgateH2.01G271900	grey60
AgateH2.01G272000	navajowhite1
AgateH2.01G272100	darkorange2
AgateH2.01G272400	darkgreen
AgateH2.01G272500	navajowhite2
AgateH2.01G272600	darkgreen
AgateH2.01G272700	darkred
AgateH2.01G272800	lightpink4
AgateH2.01G273000	red
AgateH2.01G273300	lightsteelblue1
AgateH2.01G273600	darkred
AgateH2.01G273700	orangered4
AgateH2.01G274000	green
AgateH2.01G274100	lightcyan1
AgateH2.01G274300	darkorange2
AgateH2.01G274400	sienna3
AgateH2.01G274800	lightcyan1
AgateH2.01G275300	orangered4
AgateH2.01G275400	magenta4
AgateH2.01G275900	floralwhite
AgateH2.01G276000	royalblue
AgateH2.01G276100	darkgreen
AgateH2.01G276200	skyblue4
AgateH2.01G276300	mediumorchid
AgateH2.01G276500	brown
AgateH2.01G276600	firebrick3
AgateH2.01G276800	orangered4
AgateH2.01G276900	darkmagenta
AgateH2.01G277100	magenta
AgateH2.01G277400	darkseagreen3
AgateH2.01G277500	violet
AgateH2.01G277600	firebrick4
AgateH2.01G277800	green
AgateH2.01G278000	darkorange2
AgateH2.01G278100	salmon4
AgateH2.01G278200	floralwhite
AgateH2.01G278400	blue
AgateH2.01G278700	lightsteelblue1
AgateH2.01G278900	salmon2
AgateH2.01G279000	sienna4
AgateH2.01G279100	orangered1
AgateH2.01G279300	orangered4
AgateH2.01G279400	firebrick4
AgateH2.01G279500	violet
AgateH2.01G279800	darkturquoise
AgateH2.01G280100	mediumpurple3
AgateH2.01G280200	green
AgateH2.01G280300	greenyellow
AgateH2.01G280400	mediumpurple3
AgateH2.01G280900	green
AgateH2.01G281100	darkseagreen4
AgateH2.01G281500	darkgreen
AgateH2.01G281600	blue
AgateH2.01G281700	darkolivegreen
AgateH2.01G281900	salmon2
AgateH2.01G282000	green
AgateH2.01G282100	lightyellow
AgateH2.01G282400	orangered4
AgateH2.01G282600	blue
AgateH2.01G282700	darkturquoise
AgateH2.01G282800	violet
AgateH2.01G282900	honeydew
AgateH2.01G283200	green
AgateH2.01G283300	violet
AgateH2.01G283400	darkslateblue
AgateH2.01G283700	saddlebrown
AgateH2.01G283900	lightcyan
AgateH2.01G284100	lightslateblue
AgateH2.01G284300	greenyellow
AgateH2.01G284600	red
AgateH2.01G284700	lavenderblush3
AgateH2.01G285000	blue
AgateH2.01G285300	firebrick4
AgateH2.01G285400	brown
AgateH2.01G286200	firebrick4
AgateH2.01G286300	violet
AgateH2.01G286400	violet
AgateH2.01G286500	floralwhite
AgateH2.01G286600	blue
AgateH2.01G286700	coral1
AgateH2.01G286900	brown
AgateH2.01G287000	firebrick4
AgateH2.01G287400	saddlebrown
AgateH2.01G287500	darkgreen
AgateH2.01G287600	darkorange2
AgateH2.01G287700	lightcyan
AgateH2.01G287800	saddlebrown
AgateH2.01G287900	violet
AgateH2.01G288000	black
AgateH2.01G288100	skyblue3
AgateH2.01G288400	orange
AgateH2.01G288500	green
AgateH2.01G288600	darkorange2
AgateH2.01G288700	indianred4
AgateH2.01G288800	orangered4
AgateH2.01G288900	violet
AgateH2.01G289300	green
AgateH2.01G289400	green
AgateH2.01G289500	orangered4
AgateH2.01G289800	lightyellow
AgateH2.01G289900	sienna3
AgateH2.01G290100	darkslateblue
AgateH2.01G290200	greenyellow
AgateH2.01G290400	cyan
AgateH2.01G290500	greenyellow
AgateH2.01G290600	greenyellow
AgateH2.01G290700	greenyellow
AgateH2.01G290800	greenyellow
AgateH2.01G290900	orange
AgateH2.01G291000	blue
AgateH2.01G291300	darkgrey
AgateH2.01G291400	orangered4
AgateH2.01G291500	lightcyan1
AgateH2.01G291700	purple
AgateH2.01G292200	lightyellow
AgateH2.01G292500	salmon2
AgateH2.01G292600	brown
AgateH2.01G292700	honeydew
AgateH2.01G292800	plum2
AgateH2.01G292900	plum1
AgateH2.01G293000	darkolivegreen
AgateH2.01G293100	black
AgateH2.01G293200	skyblue4
AgateH2.01G293300	brown4
AgateH2.01G293400	lightcyan
AgateH2.01G293500	cyan
AgateH2.01G293700	darkred
AgateH2.01G293800	blue
AgateH2.01G293900	green
AgateH2.01G294000	firebrick4
AgateH2.01G294100	firebrick3
AgateH2.01G294400	violet
AgateH2.01G294700	brown
AgateH2.01G294800	skyblue3
AgateH2.01G294900	floralwhite
AgateH2.01G295000	black
AgateH2.01G295200	violet
AgateH2.01G295300	black
AgateH2.01G295400	purple
AgateH2.01G295600	darkmagenta
AgateH2.01G295700	royalblue
AgateH2.01G295900	orangered4
AgateH2.01G296000	orangered4
AgateH2.01G296100	plum
AgateH2.01G296700	green
AgateH2.01G296800	lightyellow
AgateH2.01G297000	purple
AgateH2.01G297100	orangered4
AgateH2.01G297200	darkred
AgateH2.01G297400	palevioletred3
AgateH2.01G297500	green
AgateH2.01G297700	darkred
AgateH2.01G297800	red
AgateH2.01G298100	blue
AgateH2.01G298500	darkmagenta
AgateH2.01G298600	white
AgateH2.01G298700	saddlebrown
AgateH2.01G299200	purple
AgateH2.01G299400	skyblue3
AgateH2.01G299800	firebrick4
AgateH2.01G299900	violet
AgateH2.01G300000	black
AgateH2.01G300100	greenyellow
AgateH2.01G300400	firebrick3
AgateH2.01G300500	greenyellow
AgateH2.01G300600	magenta4
AgateH2.01G300700	magenta
AgateH2.01G300900	skyblue3
AgateH2.01G301300	orangered4
AgateH2.01G302100	purple
AgateH2.01G302200	lightyellow
AgateH2.01G303000	palevioletred2
AgateH2.01G303300	brown
AgateH2.01G303400	orangered4
AgateH2.01G303600	sienna3
AgateH2.01G303700	skyblue3
AgateH2.01G304000	lightslateblue
AgateH2.01G304100	brown
AgateH2.01G304200	blue
AgateH2.01G304300	orangered4
AgateH2.01G304500	floralwhite
AgateH2.01G304700	darkorange2
AgateH2.01G304800	brown
AgateH2.01G305000	orangered4
AgateH2.01G305200	orangered4
AgateH2.01G305300	violet
AgateH2.01G305400	greenyellow
AgateH2.01G305600	purple
AgateH2.01G305700	bisque4
AgateH2.01G305800	floralwhite
AgateH2.01G306100	red
AgateH2.01G306300	indianred4
AgateH2.01G306400	firebrick4
AgateH2.01G306500	antiquewhite2
AgateH2.01G306700	honeydew1
AgateH2.01G306900	green
AgateH2.01G307100	lightpink4
AgateH2.01G307200	violet
AgateH2.01G307400	orangered4
AgateH2.01G307900	greenyellow
AgateH2.01G308100	brown
AgateH2.01G308200	mediumpurple4
AgateH2.01G308300	floralwhite
AgateH2.01G308400	green
AgateH2.01G308600	darkorange
AgateH2.01G308900	brown4
AgateH2.01G309300	lightslateblue
AgateH2.01G309400	magenta4
AgateH2.01G309500	magenta4
AgateH2.01G309600	purple
AgateH2.01G309900	orange
AgateH2.01G310300	darkgrey
AgateH2.01G310400	violet
AgateH2.01G310500	coral3
AgateH2.01G310700	orangered4
AgateH2.01G311200	black
AgateH2.01G311300	darkolivegreen
AgateH2.01G311600	royalblue
AgateH2.01G312100	floralwhite
AgateH2.01G312200	darkred
AgateH2.01G312700	lightyellow
AgateH2.01G312800	blue
AgateH2.01G312900	grey60
AgateH2.01G313300	red
AgateH2.01G313400	orange
AgateH2.01G313700	firebrick4
AgateH2.01G313900	darkmagenta
AgateH2.01G314000	violet
AgateH2.01G314400	brown2
AgateH2.01G314600	darkorange2
AgateH2.01G314700	skyblue3
AgateH2.01G314900	red
AgateH2.01G315100	darkgreen
